"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"MIF"	-0.114218932348241	1.11539557335388	-9.61461183638934	7.38503784629539e-22	4.48550249516794e-20	34.3042266360325
"RNF138"	-0.0630627266104465	0.246077486291093	-9.60459571319895	8.13739799144165e-22	4.93092095579531e-20	34.2082276009146
"PRKCDBP"	-0.0194213588705666	0.023291246943245	-9.60269853913141	8.28821871712812e-22	5.01060495171836e-20	34.1900554419423
"DDX24"	0.104385629066791	0.873140726339698	9.59823964940069	8.65366659638854e-22	5.21936844598458e-20	34.1473598440796
"RPL4"	0.113343332236352	2.01084843816573	9.59786486826493	8.68510013588486e-22	5.22617336483002e-20	34.1437720680502
"PPP1R2"	-0.108763694927885	0.956092053314396	-9.57877784233041	1.0444585397815e-21	6.27037783084104e-20	33.961236434638
"CLEC2D"	0.096470883255042	0.661092210721908	9.57519197818316	1.08124788179311e-21	6.47625030353447e-20	33.9269839443278
"PYCARD"	0.0627064781501226	0.256070387568702	9.56749193106979	1.16463515612241e-21	6.9596342797315e-20	33.8534755263192
"GZMK"	0.114030331590613	0.602305085338589	9.56627162099117	1.17842215940972e-21	7.0258341848945e-20	33.8418312492983
"APOBEC3H"	0.0464986602217158	0.129716409954547	9.56464712629732	1.19702648565777e-21	7.12038575815005e-20	33.8263325093664
"BATF"	-0.0991226750917723	0.547266610310733	-9.54752687318581	1.41165779804215e-21	8.37788214925015e-20	33.6631533214722
"GLIPR1"	0.090925930879392	0.556477503246687	9.54273884944774	1.47821848641726e-21	8.75287590073783e-20	33.6175690132494
"BAG3"	-0.0666230772864382	0.247395285066151	-9.5406250888922	1.5085820805499e-21	8.91231805445595e-20	33.5974522251261
"DYNLL1"	-0.116557428661671	1.27720583048187	-9.53112515719271	1.65284355955595e-21	9.74238584479174e-20	33.5070955313091
"TAP1"	0.0880121402229016	0.564568526587206	9.52596667755817	1.73681116179753e-21	1.02141037372379e-19	33.4580692013486
"NDUFA4"	0.104634690991551	1.06785415913839	9.51150897413089	1.99530257488021e-21	1.17077312849589e-19	33.3208034999924
"PRRC2C"	0.100406322033088	0.865125294921666	9.49898423994828	2.24976280281604e-21	1.31710154155833e-19	33.2020576456442
"ELOVL5"	-0.079322115699023	0.431863385778093	-9.49828547661432	2.26486862910832e-21	1.32295873639469e-19	33.1954373190329
"CTSS"	0.064459476311665	0.274505484493088	9.49690928422711	2.29491309043874e-21	1.33749597753997e-19	33.1824002109634
"RPLP0"	-0.0990364298064203	2.91540922019354	-9.49517730049584	2.33328595144207e-21	1.35681101234642e-19	33.1659952492581
"CHIC2"	-0.0740087083690014	0.366489405106598	-9.46631432328579	3.07463949179259e-21	1.78390996017094e-19	32.8930497321508
"ODC1"	-0.0805609417068158	0.430111075859493	-9.44491258978511	3.77064221937341e-21	2.18284834730914e-19	32.6911959358903
"TBCD"	0.045359940596829	0.130049832659745	9.43679528850835	4.07358399787279e-21	2.35297106870447e-19	32.614755232363
"TOMM7"	0.107620113487335	1.49540788259871	9.43457003794033	4.16075523869727e-21	2.39291321824192e-19	32.5938114462736
"PSMB1"	0.08923826920462	0.637158035274903	9.43455913012761	4.16118705003703e-21	2.39291321824192e-19	32.5937087953791
"ADK"	-0.0533644608118665	0.182363910721543	-9.41988628453303	4.78406974197987e-21	2.74501877783734e-19	32.4557329556561
"SELK"	-0.115528991031801	1.19999573478337	-9.41955316545512	4.79923256946281e-21	2.74764010351033e-19	32.452602956798
"MYH9"	0.0857103580400698	0.549682587911611	9.4134569240307	5.08526619260901e-21	2.90498631509504e-19	32.395341901666
"SHFM1"	0.0869515531035236	0.584872214311641	9.40449340053394	5.53671217831075e-21	3.15592594163713e-19	32.3112158914389
"LAT"	0.0920926541257481	0.654650872873336	9.38450088527918	6.69139612816397e-21	3.80573154789326e-19	32.1238659461379
"RPL30"	-0.0655781422227002	3.91803415361255	-9.37962050823257	7.00765217784465e-21	3.9768809460044e-19	32.078192149158
"SPN"	0.0578222204879791	0.221474274796779	9.36915784477566	7.73631935556084e-21	4.38081752153865e-19	31.9803552840718
"KRT86"	0.0531133846858625	0.125907795443774	9.36086320940185	8.36682532198891e-21	4.72752973258785e-19	31.9028689615548
"ITGAE"	0.0639809852586574	0.267855366755363	9.35580699805232	8.77582466455395e-21	4.94784810163493e-19	31.8556686519353
"PHLDA1"	-0.109389605782575	0.753082357201064	-9.34796715026873	9.44941124797254e-21	5.31606248842013e-19	31.782532952046
"IFI16"	0.0952060632580061	0.664895782216678	9.34742008457848	9.49827824896806e-21	5.33198801703434e-19	31.7774318094827
"HN1"	-0.0919354800851297	0.657193412004961	-9.32214669141363	1.20502446193272e-20	6.74995883806156e-19	31.5420925887972
"IFITM2"	0.118643491482894	1.47316709967868	9.29860680212665	1.50318706624437e-20	8.40197339720854e-19	31.3234655627109
"PLIN2"	0.0792001856287415	0.378725852280313	9.28850646026159	1.65249066872514e-20	9.21663343943794e-19	31.2298271388414
"OAT"	-0.0641296531171613	0.2689847402826	-9.27500615952571	1.8751708150559e-20	1.04361706198444e-18	31.1048264505614
"ZC3H12A"	-0.0705552293305406	0.326479866786441	-9.27182374407579	1.93184145263101e-20	1.0728545626121e-18	31.0753864852769
"GIMAP2"	0.0525103441743191	0.177072747859243	9.26960263729845	1.97239377074297e-20	1.09303488128673e-18	31.0548453741392
"SNX9"	-0.0664266031380036	0.296168076998514	-9.24990786839154	2.3708376397809e-20	1.31103782916242e-18	30.872919582859
"SLC38A2"	-0.0816807206994593	0.469012201963234	-9.24660774674702	2.44498006117967e-20	1.34916080609989e-18	30.8424731511471
"SLC25A4"	-0.0404063968947115	0.101197084623273	-9.21408157000155	3.31006814909294e-20	1.82264580566296e-18	30.5429698756612
"ATP5H"	0.0780801580448582	0.48309508500041	9.19947130646809	3.79127779150335e-20	2.08319469327626e-18	30.408779398032
"PRR13"	0.0931583421509627	0.754742905234442	9.19918502998948	3.80136656106746e-20	2.08432223596796e-18	30.4061521593085
"MAFF"	-0.0555349647536198	0.189301719857487	-9.18783812300234	4.22335360724525e-20	2.31081594523008e-18	30.3020839668314
"SIRPG"	0.063025528673793	0.26910941868867	9.18058473120929	4.51703281008614e-20	2.46629991430703e-18	30.2356264322016
"MAP1LC3B2"	-0.0379774522138269	0.0864115188231675	-9.17917395968011	4.57645471970773e-20	2.4934948141937e-18	30.2227066299437
"MCL1"	-0.117683972439069	1.35356748224844	-9.16803033776146	5.07379861647266e-20	2.75867855593749e-18	30.1207231304145
"CALM1"	-0.112129802519328	2.00105021586845	-9.16402031340694	5.26554077462701e-20	2.85694142238392e-18	30.0840546060417
"NDUFA1"	0.0834455347218777	0.585211306001019	9.13037303486484	7.1836718929685e-20	3.88953090906343e-18	29.7770056546981
"IVNS1ABP"	-0.0809170498890592	0.466712710535285	-9.1272227847584	7.39523900989953e-20	3.99574007753634e-18	29.7483155274549
"LCP2"	0.0806675895708075	0.492691242914299	9.12454491470504	7.57991587554562e-20	4.08700869505771e-18	29.723935233128
"GRAP2"	0.0484736016640371	0.158270623416476	9.12406447637209	7.61352782966019e-20	4.09661502618749e-18	29.7195619026375
"TAF4B"	-0.0342013979384952	0.0719046159916319	-9.10685103766845	8.92005694061461e-20	4.78968274854741e-18	29.5630227441099
"ATP5I"	0.0735392270258898	0.407099458758905	9.10575020849553	9.01077275447576e-20	4.82839651626712e-18	29.5530218030892
"UAP1"	-0.050097534765843	0.163497240626797	-9.09276575738438	1.01520981907405e-19	5.42875601189392e-18	29.4351499472013
"SERPINH1"	-0.0487458060247565	0.138232096563402	-9.08560805517614	1.08411783891624e-19	5.78530785026597e-18	29.3702444489841
"IER3"	-0.0523444495693446	0.156651333159658	-9.04642274543176	1.55177148149401e-19	8.26390007649841e-18	29.0158166353819
"PER1"	-0.0584923810282136	0.232289172301335	-9.04227947195326	1.61160246252684e-19	8.56494054623638e-18	28.9784302084655
"TAGLN2"	-0.111620522956368	1.32921578039484	-9.03794190629466	1.6766820071339e-19	8.89258647341877e-18	28.9393088694042
"TCP1"	-0.0751004441272993	0.44123934551689	-9.02856354702211	1.82640139683108e-19	9.66688167894163e-18	28.8547875104933
"PCBP2"	-0.10730871573735	1.4019590304324	-9.01373262817283	2.09055485631674e-19	1.10424725455346e-17	28.7213038725217
"RPL6"	0.0783953978704718	3.08958534102816	9.01043669852367	2.15420112329143e-19	1.13555297017405e-17	28.6916689773766
"CCR8"	-0.0275341290192808	0.0485981212944631	-8.99803432050549	2.4113253504166e-19	1.26851365036622e-17	28.5802513853113
"ARG2"	-0.0301995710360963	0.0584134229834753	-8.99679106152607	2.43871517878056e-19	1.27996574727829e-17	28.5690909089178
"SCML1"	-0.0338594244468354	0.0745768612680524	-8.99647034273159	2.44583056613749e-19	1.27996574727829e-17	28.5662121322969
"CALHM2"	0.0382695092776554	0.102727593250655	8.99637721291215	2.44790056159642e-19	1.27996574727829e-17	28.565376216804
"THAP2"	-0.0360785151209669	0.0876389034469756	-8.97141925839954	3.06988021422161e-19	1.60195861882973e-17	28.3416688308642
"CD84"	0.0495017475524095	0.165262070812531	8.96955852311734	3.12206250074857e-19	1.62591748909466e-17	28.3250151509158
"THEMIS"	0.0506349934997197	0.172368779276491	8.9480510165999	3.79267267742817e-19	1.97120172122444e-17	28.1327713915062
"PABPC1"	-0.110573659568267	1.84406472411419	-8.93408658818869	4.30235792807134e-19	2.2316330572906e-17	28.0081970305101
"PSMB7"	0.0582320815846518	0.259857448628648	8.93362605463141	4.32027203221116e-19	2.23645219871051e-17	28.0040919855556
"FKBP8"	0.0737675257555009	0.454151760044253	8.92145723112995	4.82126145788739e-19	2.49082501813365e-17	27.8956994057574
"CDC42"	0.0912254833142773	0.777972753265652	8.91785037219843	4.98048886005889e-19	2.56797174126496e-17	27.8635999267108
"HMOX2"	0.0613199990953412	0.285319581776976	8.90635392984725	5.52348345974956e-19	2.84229253032946e-17	27.7613728066116
"ACP5"	0.0561320041741016	0.220304362964789	8.90142926362349	5.77360386412798e-19	2.96511715279523e-17	27.7176225111339
"SLC40A1"	-0.0283455394316582	0.0510024539885035	-8.88251043135515	6.84290976688412e-19	3.50732934395533e-17	27.549773311924
"NUP58"	-0.0522279664826275	0.196157080415714	-8.88186662609797	6.88254917639222e-19	3.52068861715448e-17	27.5440676815187
"PTPRC"	0.10371049520959	1.79795550400889	8.84934839516947	9.20922107804051e-19	4.70159741454686e-17	27.2564151490152
"PSMA4"	0.0639403081101539	0.311333075831878	8.84860627586358	9.27051739179065e-19	4.72359270247722e-17	27.2498627056949
"WSB1"	-0.0900236282681078	0.741062029359583	-8.83756325384714	1.02316985442999e-18	5.20311964208661e-17	27.1524244537922
"MT1E"	0.0538183418656068	0.169254094737965	8.83271173841093	1.06844899300188e-18	5.42274454667391e-17	27.1096553414105
"MYO1G"	0.0510177785654285	0.196668619778949	8.82810864228805	1.11323697780216e-18	5.63902363658186e-17	27.0690978141717
"ALG13"	-0.0652612797625035	0.304814600133646	-8.8270774258636	1.12352215150406e-18	5.68002865482606e-17	27.0600147310062
"LINC00426"	0.0352276921544184	0.0873064499973089	8.80740071599207	1.33876668117823e-18	6.75504161018628e-17	26.8869021875444
"PTPN6"	0.0572511153943638	0.241010495724866	8.80319567971692	1.38979745726828e-18	6.99891204936947e-17	26.849956829973
"PARP1"	0.0615569090306969	0.302702801568019	8.80197253760885	1.40499843754738e-18	7.06175086778899e-17	26.8392136276372
"HLA-DMA"	0.0593019223441782	0.259136424385675	8.7930807419412	1.52055038653168e-18	7.6277513103867e-17	26.761159149084
"OXNAD1"	0.0751859588211466	0.450698523656891	8.79250646084784	1.52832794211891e-18	7.65196625074399e-17	26.7561206614614
"POLR2G"	0.0594014427982682	0.278079193135165	8.79163546201556	1.54019901951214e-18	7.69654365530775e-17	26.7484795292501
"GNG2"	-0.0900387768958636	0.677546382366301	-8.77678945828332	1.75712473239488e-18	8.76365960281947e-17	26.618353831211
"PPP2CA"	-0.0621080791336684	0.304476029619605	-8.77638541317725	1.76343201181278e-18	8.77823593596246e-17	26.6148154234627
"PSMB8-AS1"	0.0548845479078023	0.225198048929138	8.7710004267581	1.84965900827694e-18	9.18982880836446e-17	26.5676721193355
"PGM2L1"	-0.0473655359409973	0.148108802492604	-8.75743388587258	2.08578705942275e-18	1.03431907048048e-16	26.4490304356533
"OASL"	0.0703760917288036	0.352902853789597	8.7349210637428	2.54497488120041e-18	1.25961686152543e-16	26.2525554795562
"DCXR"	-0.0726956078986102	0.425196922929497	-8.72425745918071	2.7960146800321e-18	1.38123125193586e-16	26.1596673053798
"AC145110.1"	-0.0254607994765128	0.0409830721755385	-8.72319124439055	2.82242115784129e-18	1.39162533704589e-16	26.1503859693609
"LPIN1"	0.0546965491038384	0.222154006874372	8.71128602477968	3.1345280658813e-18	1.54258036790572e-16	26.0468284561581
"ERRFI1"	-0.0361987650389113	0.0872839455347554	-8.70819734103892	3.22091935955651e-18	1.58209362860034e-16	26.0199845562847
"RLF"	-0.0537782730622347	0.213463828836445	-8.70121826324914	3.42487800734797e-18	1.67909661853629e-16	25.9593639575813
"CYTIP"	0.106076013963441	1.33501118314708	8.70000261240651	3.46168600489092e-18	1.69394012333672e-16	25.9488097057603
"SEL1L3"	0.0349088701565864	0.0898615128299763	8.69794145466427	3.52498916293868e-18	1.72166843579689e-16	25.930918138223
"EGR1"	-0.0684440998099738	0.301878468558542	-8.68084720748505	4.09599052676804e-18	1.99679538179942e-16	25.7826967810163
"C11orf58"	0.0844321838481187	0.692441124629343	8.6755401381163	4.29117201960666e-18	2.08802150710129e-16	25.7367391298034
"RPS12"	-0.0612681207790296	4.25410510544309	-8.67323136742893	4.37892301042105e-18	2.12672974298258e-16	25.716754593482
"APLP2"	-0.0427956557296706	0.140677820204479	-8.66896977586154	4.54557388294172e-18	2.20354128325408e-16	25.6798805042648
"MT-ND1"	0.100960058403252	2.76577628744477	8.64758767231708	5.48101746622374e-18	2.65205574601703e-16	25.4951408997096
"SRGAP3"	0.0376929703185378	0.101003715540718	8.63875349105857	5.92083094367557e-18	2.85952980492041e-16	25.4189469188733
"ARHGAP18"	0.0409477251486955	0.127326854098421	8.63346803676439	6.20044017716529e-18	2.9890040147729e-16	25.3733974498766
"NEK7"	-0.0460031807037317	0.157949780528093	-8.62638178143223	6.59586050944276e-18	3.17372249188122e-16	25.3123724290717
"DNAJC8"	0.0673346192538788	0.383497123475819	8.61285562518616	7.42097534446189e-18	3.56412954738183e-16	25.1960271434909
"ANKRD30A"	-0.0172037992565943	0.0149175454349176	-8.59969719806299	8.32116328615187e-18	3.98908262155913e-16	25.0830193314874
"MT2A"	0.115327848502271	1.07059959968548	8.58592311549077	9.37895617467616e-18	4.4878824426241e-16	24.9649084314744
"CCDC167"	0.0567237501879404	0.257276851084426	8.58042690590959	9.83715422862621e-18	4.6984639948328e-16	24.9178317985295
"GLS"	-0.0579495921443305	0.262731776672061	-8.5655249122613	1.11935975069804e-17	5.33650645852088e-16	24.7903429215313
"RCSD1"	0.0579531526644901	0.27699697917834	8.55825446788825	1.19208092511806e-17	5.67277409044716e-16	24.7282232332346
"NFKBID"	-0.0600458319441622	0.252111571198064	-8.5535986265807	1.24107877639464e-17	5.89512418787455e-16	24.6884706668704
"AP2M1"	0.0656295938624655	0.381928727521797	8.54053911192072	1.38937406846365e-17	6.58746187671018e-16	24.5770806984589
"LYAR"	0.0666589824806458	0.33413509567318	8.52439252179106	1.59707802514295e-17	7.55843404782525e-16	24.4395941139528
"SLA"	0.0937834265223267	0.75630359303894	8.51670552180215	1.70644775418694e-17	8.06133378958803e-16	24.374231120201
"CCR5"	0.0276145868074649	0.0563439649863221	8.51010390125258	1.80625048692947e-17	8.51729206882106e-16	24.3181440404714
"PTP4A3"	-0.0292628141562158	0.0615309519737165	-8.50488273120477	1.88924371610118e-17	8.89247473268312e-16	24.2738158811643
"RP11-347P5.1"	0.032223202267571	0.0744209336946243	8.50042671278015	1.96304230338949e-17	9.21561943100336e-16	24.23600534903
"CCL22"	-0.0141874709730929	0.011608199055499	-8.50031053988109	1.96500387327737e-17	9.21561943100336e-16	24.2350198542268
"TWF2"	0.0567705728667945	0.27723690842324	8.49945748738245	1.97946695889303e-17	9.26669234276004e-16	24.2277838199827
"LHFP"	-0.0214290947495129	0.0319008327351838	-8.49866501118384	1.99299709430819e-17	9.31322155691584e-16	24.2210622733621
"GNB2L1"	0.0847341334292525	2.68767842516946	8.48678337065815	2.20714149512649e-17	1.02840628482288e-15	24.1203605743336
"ATP6V0E2"	0.0504040130621253	0.210810441982366	8.48670195982544	2.20868440580814e-17	1.02840628482288e-15	24.1196710686236
"RBKS"	-0.052765164654856	0.178859245380337	-8.47792667762489	2.3813884183603e-17	1.10683348799596e-15	24.0453877971006
"ATP5F1"	0.0707523495740894	0.457480350121504	8.47591890887904	2.42273850880434e-17	1.12403798257317e-15	24.028402676891
"KLRC2"	0.032436050273922	0.0647914934794566	8.4723924621886	2.4970875767581e-17	1.15646368398609e-15	23.9985796957979
"PNISR"	0.0862908911998994	0.726958406789455	8.47055836559259	2.53664166731754e-17	1.17268808630803e-15	23.9830737194638
"PSMA2"	0.0410675887272694	0.125688339596886	8.4668690882089	2.61808618791611e-17	1.20818621501075e-15	23.9518936411621
"ICA1"	-0.0367883305906875	0.0867094822783811	-8.46618250042433	2.63352555779232e-17	1.21315249274145e-15	23.9460924094921
"SEC62"	0.0736070455555281	0.479560243063767	8.46236608832403	2.7209972494511e-17	1.25122453305876e-15	23.9138546858211
"TSEN54"	0.0552081522437888	0.244988559091286	8.45009888006863	3.02203325199278e-17	1.38719349363598e-15	23.8103300475447
"EIF5B"	0.0607617733362477	0.306099517590521	8.4348657279141	3.44190797712062e-17	1.57713574888027e-15	23.6819835857102
"SRI"	0.0669579670780864	0.400561617646523	8.42986996662429	3.59175820153588e-17	1.64289680699882e-15	23.6399421721812
"S100A11"	0.106498862553147	1.34048922538137	8.41654031337698	4.02381067830226e-17	1.83728045672129e-15	23.5278889783808
"COPZ1"	0.056208113747189	0.271273039713584	8.41056715291976	4.23368442840122e-17	1.92971187435124e-15	23.4777340415841
"BIN1"	0.0622123381342962	0.345252054846399	8.40590211198926	4.40507331250175e-17	2.0043083571883e-15	23.438587677742
"XIST"	0.0807569036606625	0.545164216809592	8.40220694763856	4.54567183253702e-17	2.0646584759518e-15	23.4075953180627
"C12orf57"	-0.0971205819397587	1.10146658021772	-8.40033853175286	4.61843957812897e-17	2.09404249053802e-15	23.3919295663321
"BACH1"	-0.0437421179074128	0.15098635228322	-8.39987313429142	4.63674307596916e-17	2.09867245506562e-15	23.3880279764535
"CHCHD2"	-0.0980156968898091	1.44961822514943	-8.39434447444938	4.85972915576495e-17	2.19576786854989e-15	23.3416957547107
"ENO1"	0.0870714995760585	0.750338968494663	8.3854630383401	5.24028059374369e-17	2.36359438606509e-15	23.2673296290778
"RNF167"	0.0655325224578953	0.380152263124304	8.38154916133553	5.41717483155032e-17	2.43913939681003e-15	23.2345828058323
"IGLV2-8"	-0.0313160896831985	0.0493763107062918	-8.37616240509313	5.67030504823394e-17	2.54868910616893e-15	23.1895375220897
"ARPC1B"	0.0799886553496454	0.614399350014137	8.37322094623063	5.81341602969779e-17	2.60849385346388e-15	23.1649525475782
"TUBA1C"	-0.0594389171508379	0.286535721628153	-8.36421684614031	6.27400477988331e-17	2.8102990322327e-15	23.0897489363469
"ARRB2"	0.0574650138522899	0.281419070706425	8.35766697283383	6.63148719831797e-17	2.96530380152373e-15	23.035094033454
"SRSF7"	-0.102782065821785	1.56314022118091	-8.34763886726583	7.21807901184955e-17	3.22204611312079e-15	22.9514979215197
"TIPARP"	-0.0637314381819902	0.330135514996242	-8.33773355422769	7.8476484082341e-17	3.49705775717442e-15	22.8690235657142
"GADD45A"	-0.0478222742533615	0.17246062009093	-8.3348860272707	8.03844941627837e-17	3.57593800362229e-15	22.8453323235539
"ABI3"	0.0457433723836077	0.16658895320059	8.33465886011549	8.05386652039609e-17	3.57666144189165e-15	22.8434426545109
"RP11-439L18.2"	-0.0204492597352421	0.0300557963731327	-8.31983100027391	9.1258509039901e-17	4.04579390076894e-15	22.720209423995
"PGRMC1"	-0.0381654253256401	0.11871973507525	-8.29974800692259	1.08050412563239e-16	4.77986567844556e-15	22.55364965688
"COX4I1"	0.0936114879855099	1.694356060448	8.29959968345823	1.08185122546657e-16	4.77986567844556e-15	22.5524210169698
"ITGA1"	0.0344244421548043	0.0879565074443735	8.29587543738655	1.11622365089398e-16	4.92334360305022e-15	22.5215783308422
"CDK17"	-0.0547115940854927	0.244096992141307	-8.28257293783535	1.24802141728072e-16	5.4953201115748e-15	22.4115250415795
"EEF1B2"	-0.0966505169842935	2.09787955630397	-8.27978314408626	1.27754955430801e-16	5.61580469338613e-15	22.3884670345103
"GPR25"	0.0285883219794691	0.0571137903061289	8.27560303252524	1.32308716419097e-16	5.80613631189387e-15	22.3539323525774
"CASP4"	0.0653907998945702	0.392849687469773	8.27150523816422	1.36928041476328e-16	5.99869722244692e-15	22.3200946090626
"TRAF4"	-0.043025677061143	0.148491350830476	-8.26620066725618	1.43144557224063e-16	6.26046221181461e-15	22.276316639296
"PSMB8"	0.0828268701601296	0.710377086304169	8.25502854653035	1.57161799046988e-16	6.86193814525863e-15	22.1842060066296
"VAMP5"	0.0604548847611632	0.32747700890244	8.25061985931965	1.63058238938135e-16	7.1074208854799e-15	22.1478919080672
"NUDC"	-0.0650280087882728	0.394499669279778	-8.24710708046855	1.67912107178005e-16	7.30671224775431e-15	22.1189711864445
"ELF3"	-0.0227866070915785	0.031060558637715	-8.20519597506414	2.38050622478003e-16	1.03414453835293e-14	21.7748632617042
"ARPC4"	0.0440998096961774	0.165339173166164	8.20405084868138	2.40325915051856e-16	1.04228304462707e-14	21.7654857992023
"GPRC5A"	-0.0127821914851801	0.0110264549193739	-8.1963765897902	2.561372187266e-16	1.10900146371859e-14	21.7026747885076
"CRTAM"	0.0600097026907769	0.226569733145881	8.1897717257982	2.70563143562405e-16	1.1695091880485e-14	21.6486632701078
"EZR"	-0.101571746726624	1.20160833115053	-8.17990525056195	2.93616790242159e-16	1.26704683110323e-14	21.5680605969732
"YWHAB"	0.0942133277826466	1.07140171683838	8.1722397248165	3.12854698058355e-16	1.34782169337931e-14	21.5055050585091
"ISCA1"	-0.0591881950421146	0.304145991327763	-8.16107678629819	3.43111169043593e-16	1.47571943103575e-14	21.4145129104224
"PAPOLA"	-0.0707017391966181	0.495140950554731	-8.15787388299387	3.52312802159971e-16	1.51278684172497e-14	21.3884280495539
"PIM2"	-0.0701212380535344	0.405981724084385	-8.15454504727793	3.62133974508041e-16	1.55177772101472e-14	21.3613283884581
"GYG1"	0.0525028509789941	0.235796509052029	8.15439263253004	3.62590051642536e-16	1.55177772101472e-14	21.3600878616611
"LPXN"	0.0622751610151504	0.366749885342553	8.15314682413696	3.66339224566919e-16	1.56524016295602e-14	21.3499489038294
"SCGB2A2"	-0.0390641826683086	0.0686202393529572	-8.14233184011186	4.00533440633672e-16	1.70852545770301e-14	21.2619964714895
"FCGR3A"	-0.0351033091840945	0.0739305965452842	-8.12722684062855	4.53611446777933e-16	1.93175909231292e-14	21.1393503087494
"PTMS"	0.0584149338822821	0.278663631096638	8.11791794143082	4.89714065943625e-16	2.08208759020458e-14	21.0638790031845
"RASL11A"	-0.0245767931460586	0.0428301592004629	-8.11117302026913	5.17627798312647e-16	2.19716480347602e-14	21.009248821579
"COL9A2"	-0.0240894773740634	0.0507923077873865	-8.11069024339158	5.19684842665076e-16	2.20229189452921e-14	21.005340327122
"HLA-DQA1"	0.067591849078441	0.361119894300135	8.09909419964256	5.71587573735126e-16	2.41829098284184e-14	20.9115300095269
"CHD1"	-0.0682373560237407	0.436910073708174	-8.09702470036029	5.81373227973108e-16	2.45568642792875e-14	20.8948021205652
"HSPA6"	-0.0604573763327762	0.175039397865632	-8.09664094714237	5.83205869245254e-16	2.45942182420743e-14	20.8917006879733
"AKAP13"	0.0770998666768812	0.605565646201475	8.09184701511178	6.06585034399571e-16	2.55386085505729e-14	20.8529692315112
"SLC25A33"	-0.0340642530394108	0.0994744515172039	-8.09032538628229	6.14197049240692e-16	2.58171806678401e-14	20.8406803641123
"CELF2"	0.0746248286577138	0.563344815252424	8.08722377003282	6.30005675063258e-16	2.64388303928246e-14	20.8156384476008
"TBC1D8"	-0.0186664802371862	0.0274162752666841	-8.08209025460544	6.5705613107079e-16	2.75294842638464e-14	20.7742123457925
"RPP21"	-0.0382051518175347	0.117791220430619	-8.077581637107	6.81755575622516e-16	2.85182755705967e-14	20.7378506187548
"BAIAP2"	-0.0260121352355176	0.0543918689350598	-8.06488277059769	7.56347329162088e-16	3.15875490850544e-14	20.6355436783371
"LRRFIP1"	0.083176070853683	0.780133548173431	8.05966521575209	7.89275216780698e-16	3.29097311048351e-14	20.5935555347549
"KLF4"	-0.0250668505174823	0.0467913752858491	-8.05238058254851	8.37622630204755e-16	3.48695712911081e-14	20.5349779133381
"GPR65"	0.0680097506526517	0.399933628059867	8.05186758193607	8.41135281742506e-16	3.49596851474229e-14	20.5308547316125
"RBX1"	0.0719542504894317	0.536406849962192	8.0430931748193	9.0351275661131e-16	3.74921653483429e-14	20.4603719926794
"ZNF791"	0.0386842346383566	0.125411092353626	8.03788155644767	9.42696908337853e-16	3.90556618494285e-14	20.4185445371571
"IGFL2"	-0.0261115119218231	0.0434483774186369	-8.0257361803905	1.04062781019462e-15	4.30441503307777e-14	20.3211728861304
"MUCL1"	0.0442511067020545	0.119435375382372	8.02118073602072	1.07988813610415e-15	4.45969726271674e-14	20.2846889045156
"RARA"	-0.04690371973835	0.190991505993317	-8.02004567619949	1.0898953758112e-15	4.49386908929467e-14	20.2756015647848
"C16orf54"	0.0397290571382066	0.128659169696193	8.00825393251671	1.1994157015274e-15	4.93759463795446e-14	20.1812721331764
"SDC4"	-0.0316282433236262	0.0849356118473901	-7.99859728708869	1.2971222248393e-15	5.33135735359861e-14	20.1041256615186
"NXT1"	-0.054939296354873	0.271786246519484	-7.9897323457742	1.39369809078433e-15	5.71923417476134e-14	20.0333857230088
"CALCOCO2"	0.0524164181501601	0.260243289361819	7.98893696940957	1.40270158672183e-15	5.74708778066833e-14	20.0270426461828
"PRF1"	0.0682564426862497	0.360607680888324	7.98863647353311	1.40611802902797e-15	5.75199859350795e-14	20.024646374092
"UBL5"	0.0857967154667087	0.995472240919757	7.98837640275631	1.40908148018694e-15	5.75504380923596e-14	20.0225725401133
"SYNRG"	0.0504174210576689	0.239481383486797	7.9832254365948	1.46905959507407e-15	5.98205205752009e-14	19.9815120096434
"ADAM19"	0.032892605467991	0.090767091174632	7.98320723395765	1.4692759439523e-15	5.98205205752009e-14	19.981366955505
"MAPRE2"	-0.0653545440921319	0.385947259516884	-7.97786490024769	1.53414805196241e-15	6.23638396985034e-14	19.9388089267223
"SOX4"	-0.0366775696917271	0.0943867627331125	-7.97460318484768	1.57513375734213e-15	6.39297245644261e-14	19.9128394478809
"SLC20A1"	-0.0527781165898436	0.244439034143897	-7.97190833445979	1.60980853016317e-15	6.52349753590343e-14	19.8913912786733
"KIAA1191"	-0.043602419341052	0.168463544197482	-7.9688236367994	1.650423009045e-15	6.67764754127644e-14	19.8668492016527
"UBASH3A"	0.0343720871387261	0.10524064246966	7.96716872997813	1.67262650206632e-15	6.75694210764644e-14	19.853686544164
"APBB1IP"	0.0666369201111166	0.454715727223415	7.95830197158029	1.79669579160133e-15	7.24685930873726e-14	19.7832092669944
"PGK1"	0.0860508692485788	0.908438258128381	7.95621114805633	1.82724777877938e-15	7.35864458736695e-14	19.766601785179
"HAVCR2"	0.0430226454256578	0.149398909445196	7.94320489169162	2.02912459868452e-15	8.15896844447799e-14	19.663390299463
